Combination,Accuracy,Precision,Recall,F1-score
"('Flex-Left-1',)",1.0,1.0,1.0,1.0
"('Flex-Right-2',)",1.0,1.0,1.0,1.0
"('Flex-Left-4',)",1.0,1.0,1.0,1.0
"('Flex-Left-5',)",1.0,1.0,1.0,1.0
"('Flex-Right-5',)",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Flex-Right-2')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Flex-Left-4')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Right-3')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Left-4')",1.0,1.0,1.0,1.0
"('Flex-Right-3', 'Flex-Left-4')",1.0,1.0,1.0,1.0
"('Flex-Right-3', 'Flex-Left-5')",1.0,1.0,1.0,1.0
"('Flex-Left-4', 'Flex-Right-5')",1.0,1.0,1.0,1.0
"('Flex-Left-4', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Flex-Right-2', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Flex-Left-4', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Position-Left', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Right-5')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Left-4', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4')",1.0,1.0,1.0,1.0
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5')",1.0,1.0,1.0,1.0
"('Flex-Right-2', 'Flex-Left-4', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4')",1.0,1.0,1.0,1.0
"('Flex-Left-3', 'Flex-Right-4', 'Position-Left')",1.0,1.0,1.0,1.0
"('Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5')",1.0,1.0,1.0,1.0
"('Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5')",1.0,1.0,1.0,1.0
"('Flex-Right-3', 'Flex-Left-5', 'Position-Left')",1.0,1.0,1.0,1.0
"('Flex-Right-3', 'Flex-Right-5', 'Position-Left')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-4', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Position-Right')",1.0,1.0,1.0,1.0
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5')",1.0,1.0,1.0,1.0
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5')",1.0,1.0,1.0,1.0
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left')",1.0,1.0,1.0,1.0
"('Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left')",1.0,1.0,1.0,1.0
"('Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",1.0,1.0,1.0,1.0
"('Flex-Left-2',)",0.9972067039106145,0.9972460461090565,0.9972067039106145,0.9972027810174336
"('Position-Left',)",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-1', 'Flex-Right-5')",0.9972067039106145,0.9972604211431028,0.9972067039106145,0.9972081188347628
"('Flex-Left-1', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-2', 'Flex-Right-2')",0.9972067039106145,0.9972460461090565,0.9972067039106145,0.9972027810174336
"('Flex-Left-2', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Right-2', 'Flex-Left-4')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Right-2', 'Flex-Right-5')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Right-2', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Right-2', 'Position-Right')",0.9972067039106145,0.9972496776966051,0.9972067039106145,0.9972042292296938
"('Flex-Right-5', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-2', 'Flex-Right-2', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5')",0.9972067039106145,0.9972604211431028,0.9972067039106145,0.9972081188347628
"('Flex-Left-2', 'Flex-Right-3', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Right-2', 'Flex-Right-3', 'Position-Left')",0.9972067039106145,0.9972540479121295,0.9972067039106145,0.9972048128749273
"('Flex-Left-3', 'Flex-Left-4', 'Position-Left')",0.9972067039106145,0.9972460461090565,0.9972067039106145,0.9972027810174336
"('Flex-Right-3', 'Flex-Left-4', 'Position-Left')",0.9972067039106145,0.9972540479121295,0.9972067039106145,0.9972048128749273
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Position-Left')",0.9972067039106145,0.9972460461090565,0.9972067039106145,0.9972056119871976
"('Flex-Left-1', 'Flex-Right-2', 'Position-Left', 'Position-Right')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5')",0.9972067039106145,0.9972604211431028,0.9972067039106145,0.9972081188347628
"('Flex-Left-1', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Right-5')",0.9972067039106145,0.9972604211431028,0.9972067039106145,0.9972081188347628
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972076119304728
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4')",0.9972067039106145,0.9972510419437793,0.9972067039106145,0.9972068798662738
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Position-Left')",0.9972067039106145,0.9972460461090565,0.9972067039106145,0.9972027810174336
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Position-Left')",0.9972067039106145,0.9972460461090565,0.9972067039106145,0.9972027810174336
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left')",0.9972067039106145,0.9972540479121295,0.9972067039106145,0.9972048128749273
"('Flex-Right-2', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left')",0.9972067039106145,0.9972540479121295,0.9972067039106145,0.9972048128749273
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left')",0.9972067039106145,0.9972510419437793,0.9972067039106145,0.9972068798662738
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left')",0.9972067039106145,0.9972460461090565,0.9972067039106145,0.9972027810174336
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5')",0.9972067039106145,0.9972604211431028,0.9972067039106145,0.9972089087382169
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.9972067039106145,0.9972584316159736,0.9972067039106145,0.9972059284976166
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.9972067039106145,0.9972460461090565,0.9972067039106145,0.9972027810174336
"('Flex-Right-4',)",0.994413407821229,0.9945879888268156,0.994413407821229,0.994413407821229
"('Flex-Left-2', 'Flex-Right-4')",0.994413407821229,0.9945879888268156,0.994413407821229,0.994413407821229
"('Flex-Left-2', 'Flex-Right-5')",0.994413407821229,0.994568590937306,0.994413407821229,0.9944267770556027
"('Flex-Right-2', 'Flex-Right-4')",0.994413407821229,0.9945879888268156,0.994413407821229,0.994413407821229
"('Flex-Right-3', 'Position-Left')",0.994413407821229,0.9945050898559088,0.994413407821229,0.9944093885599499
"('Flex-Left-5', 'Position-Right')",0.994413407821229,0.994624222620428,0.994413407821229,0.9944181198591665
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-5')",0.994413407821229,0.9945064672521593,0.994413407821229,0.9944137308219604
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Right-5')",0.994413407821229,0.994624222620428,0.994413407821229,0.994413407821229
"('Flex-Right-2', 'Position-Left', 'Position-Right')",0.994413407821229,0.9944563816072196,0.994413407821229,0.9944104063517953
"('Flex-Left-3', 'Flex-Right-4', 'Orientation-Right')",0.994413407821229,0.9945081093125786,0.994413407821229,0.9944121042751078
"('Flex-Right-5', 'Position-Left', 'Position-Right')",0.994413407821229,0.9944563816072196,0.994413407821229,0.9944104063517953
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4')",0.994413407821229,0.9945879888268156,0.994413407821229,0.994413407821229
"('Flex-Left-1', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.994413407821229,0.9945100988397078,0.994413407821229,0.9944123480644566
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5')",0.994413407821229,0.994624222620428,0.994413407821229,0.9944436254259592
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5')",0.994413407821229,0.9945879888268156,0.994413407821229,0.994413407821229
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Position-Left')",0.994413407821229,0.994452750019671,0.994413407821229,0.9944119582643586
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Position-Left', 'Position-Right')",0.994413407821229,0.9945044777250301,0.994413407821229,0.9944111828513607
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left')",0.994413407821229,0.9944651355265881,0.994413407821229,0.9944151057445415
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.994413407821229,0.9946165566277297,0.994413407821229,0.9944412595004661
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5')",0.994413407821229,0.9945114630868821,0.994413407821229,0.9944149987010366
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left')",0.994413407821229,0.9945094735597529,0.994413407821229,0.994393295757886
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.994413407821229,0.994512479528103,0.994413407821229,0.9943940597363038
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left')",0.994413407821229,0.994512479528103,0.994413407821229,0.9944135723423079
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.994413407821229,0.9946165566277297,0.994413407821229,0.9944207974934233
"('Position-Left', 'Position-Right')",0.9916201117318436,0.9917356851714394,0.9916201117318436,0.9916093530895234
"('Flex-Left-1', 'Flex-Right-2', 'Position-Left')",0.9916201117318436,0.9920690343176376,0.9916201117318436,0.9916772650635397
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-5')",0.9916201117318436,0.9918626027367863,0.9916201117318436,0.9916235785108569
"('Flex-Left-2', 'Flex-Right-4', 'Position-Right')",0.9916201117318436,0.9920068758057585,0.9916201117318436,0.991618528130911
"('Flex-Left-2', 'Flex-Right-5', 'Position-Left')",0.9916201117318436,0.9918232605383444,0.9916201117318436,0.9916466563765883
"('Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.9916201117318436,0.9920856610800746,0.9916201117318436,0.9916285869665016
"('Flex-Left-1', 'Flex-Left-2', 'Position-Left', 'Position-Right')",0.9916201117318436,0.991707423550999,0.9916201117318436,0.9916161386811614
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Position-Left')",0.9916201117318436,0.9920068758057585,0.9916201117318436,0.991618528130911
"('Flex-Left-2', 'Flex-Right-2', 'Position-Left', 'Position-Right')",0.9916201117318436,0.9918464204427891,0.9916201117318436,0.99161466915746
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left')",0.9916201117318436,0.9918662343243349,0.9916201117318436,0.9916167524167839
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5')",0.9916201117318436,0.9920690343176376,0.9916201117318436,0.9916348726359491
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.9916201117318436,0.9920856610800746,0.9916201117318436,0.9916285869665016
"('Flex-Right-2', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.9916201117318436,0.9920690343176376,0.9916201117318436,0.9916811205446845
"('Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9916201117318436,0.9920690343176376,0.9916201117318436,0.9916811205446845
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9916201117318436,0.991779273902179,0.9916201117318436,0.9916248383920202
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left')",0.9916201117318436,0.9918270225532796,0.9916201117318436,0.9916125042925009
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left')",0.9916201117318436,0.9920690343176376,0.9916201117318436,0.9916084632911039
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left')",0.9916201117318436,0.9917541554216351,0.9916201117318436,0.9915942766139854
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.9916201117318436,0.9917679051757264,0.9916201117318436,0.9916299607205742
"('Flex-Left-4', 'Position-Left')",0.9888268156424581,0.9896108987552681,0.9888268156424581,0.9889155775912787
"('Flex-Right-4', 'Flex-Right-5')",0.9888268156424581,0.989265307421732,0.9888268156424581,0.9887586308352797
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3')",0.9888268156424581,0.9896394108684612,0.9888268156424581,0.9888185483954306
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-4')",0.9888268156424581,0.9896108987552681,0.9888268156424581,0.9888497517980307
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-4')",0.9888268156424581,0.9896108987552681,0.9888268156424581,0.9888497517980307
"('Flex-Left-2', 'Flex-Right-4', 'Flex-Right-5')",0.9888268156424581,0.9896108987552681,0.9888268156424581,0.9888497517980307
"('Flex-Right-2', 'Flex-Left-5', 'Position-Right')",0.9888268156424581,0.9893440926960481,0.9888268156424581,0.9887600599682258
"('Flex-Right-2', 'Flex-Right-5', 'Position-Left')",0.9888268156424581,0.9896108987552681,0.9888268156424581,0.9889155775912787
"('Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.9888268156424581,0.989503978330794,0.9888268156424581,0.9888211839971166
"('Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.9888268156424581,0.9896108987552681,0.9888268156424581,0.988830443299717
"('Flex-Left-4', 'Position-Left', 'Position-Right')",0.9888268156424581,0.9896108987552681,0.9888268156424581,0.9889243856490204
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left')",0.9888268156424581,0.9896394108684612,0.9888268156424581,0.9888185483954306
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5')",0.9888268156424581,0.9893440926960481,0.9888268156424581,0.9888647841837467
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left')",0.9888268156424581,0.989151289430619,0.9888268156424581,0.9888362102793086
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.9888268156424581,0.989503978330794,0.9888268156424581,0.9888211839971166
"('Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9888268156424581,0.9889154917087878,0.9888268156424581,0.9888470337855813
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9888268156424581,0.9893150804266941,0.9888268156424581,0.9887718278601347
"('Flex-Left-1', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9888268156424581,0.9896108987552681,0.9888268156424581,0.9889155775912787
"('Flex-Right-2', 'Flex-Right-3')",0.9860335195530726,0.9868904528122405,0.9860335195530726,0.9859098025750714
"('Flex-Right-2', 'Flex-Left-5')",0.9860335195530726,0.9872375264881526,0.9860335195530726,0.9861540390741085
"('Position-Right', 'Orientation-Right')",0.9860335195530726,0.9872375264881526,0.9860335195530726,0.9861347305757948
"('Flex-Left-1', 'Flex-Right-5', 'Position-Left')",0.9860335195530726,0.9872375264881526,0.9860335195530726,0.9861540390741085
"('Flex-Right-2', 'Flex-Left-3', 'Position-Left')",0.9860335195530726,0.9865639215468283,0.9860335195530726,0.9860522640451146
"('Flex-Right-2', 'Flex-Right-4', 'Flex-Right-5')",0.9860335195530726,0.9866234324334882,0.9860335195530726,0.9859003507629176
"('Flex-Right-2', 'Flex-Right-5', 'Position-Right')",0.9860335195530726,0.9868854569775177,0.9860335195530726,0.9859396792871266
"('Flex-Left-3', 'Flex-Left-5', 'Position-Left')",0.9860335195530726,0.9872375264881526,0.9860335195530726,0.9861347305757948
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-4', 'Position-Right')",0.9860335195530726,0.9870757942132912,0.9860335195530726,0.986020316224989
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Orientation-Right')",0.9860335195530726,0.9864726000143463,0.9860335195530726,0.986015444116972
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9860335195530726,0.9872375264881526,0.9860335195530726,0.9862315038948621
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5')",0.9860335195530726,0.9862853936876284,0.9860335195530726,0.9858977270210558
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5')",0.9860335195530726,0.9868619406990474,0.9860335195530726,0.9860982776901623
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left')",0.9860335195530726,0.9872375264881526,0.9860335195530726,0.9861540390741085
"('Flex-Right-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9860335195530726,0.9867624099467676,0.9860335195530726,0.9859372817903244
"('Flex-Left-1', 'Flex-Left-5')",0.9832402234636871,0.9844979476312552,0.9832402234636871,0.9832723272044624
"('Flex-Right-4', 'Position-Left')",0.9832402234636871,0.983899835955885,0.9832402234636871,0.9831110534448583
"('Flex-Right-5', 'Position-Right')",0.9832402234636871,0.9841351346741228,0.9832402234636871,0.9831439085168204
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Left-4')",0.9832402234636871,0.9845315686796133,0.9832402234636871,0.9832210140943992
"('Flex-Left-1', 'Flex-Left-4', 'Flex-Right-5')",0.9832402234636871,0.9844979476312552,0.9832402234636871,0.9832723272044624
"('Flex-Left-2', 'Flex-Left-4', 'Position-Left')",0.9832402234636871,0.9849446075182274,0.9832402234636871,0.9833181879845219
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5')",0.9832402234636871,0.9849446075182274,0.9832402234636871,0.9833914462972196
"('Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5')",0.9832402234636871,0.9850044104675096,0.9832402234636871,0.9832486879972914
"('Flex-Right-4', 'Position-Left', 'Position-Right')",0.9832402234636871,0.9847190272757147,0.9832402234636871,0.9834196452782622
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Right-4', 'Position-Left')",0.9832402234636871,0.984563363716554,0.9832402234636871,0.9832562138647228
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9832402234636871,0.9841205349585238,0.9832402234636871,0.9830544065221004
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-4', 'Flex-Right-5')",0.9832402234636871,0.9849446075182274,0.9832402234636871,0.9832770203969489
"('Flex-Left-2', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9832402234636871,0.9842381600907408,0.9832402234636871,0.9833965879059644
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5')",0.9832402234636871,0.9845315686796133,0.9832402234636871,0.9832521586855304
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.9832402234636871,0.9847190272757147,0.9832402234636871,0.9832148618850697
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9832402234636871,0.9841451229063949,0.9832402234636871,0.9833178477484842
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.9832402234636871,0.98388953004216,0.9832402234636871,0.9831767506944462
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.9832402234636871,0.9849446075182274,0.9832402234636871,0.9835730433130777
"('Flex-Left-1', 'Flex-Left-2')",0.9804469273743017,0.9822244794311833,0.9804469273743017,0.9804865228715378
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-5')",0.9804469273743017,0.9817700676271685,0.9804469273743017,0.9803342215295994
"('Flex-Left-2', 'Flex-Right-4', 'Position-Left')",0.9804469273743017,0.9821986554303569,0.9804469273743017,0.9804818332718764
"('Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.9804469273743017,0.9827281191806332,0.9804469273743017,0.9807495769576157
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.9804469273743017,0.9815730126484317,0.9804469273743017,0.98017124319784
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9804469273743017,0.982190653627284,0.9804469273743017,0.9805967006509637
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Left')",0.9804469273743017,0.9815057156621981,0.9804469273743017,0.980466806129471
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.9804469273743017,0.9814998058713141,0.9804469273743017,0.9804918057411345
"('Flex-Left-2', 'Flex-Left-5')",0.9776536312849162,0.9794654498044328,0.9776536312849162,0.9778880188954145
"('Flex-Right-3', 'Orientation-Right')",0.9776536312849162,0.9793531887107305,0.9776536312849162,0.9777251132391964
"('Flex-Left-4', 'Flex-Right-4')",0.9776536312849162,0.9790795632270978,0.9776536312849162,0.9772795878941131
"('Flex-Left-1', 'Flex-Left-2', 'Position-Left')",0.9776536312849162,0.9787878787878788,0.9776536312849162,0.977522679862607
"('Flex-Left-2', 'Flex-Right-2', 'Position-Right')",0.9776536312849162,0.9794741571277884,0.9776536312849162,0.9776457929391372
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5')",0.9776536312849162,0.978575240178289,0.9776536312849162,0.977487073728919
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-5', 'Position-Left')",0.9776536312849162,0.9799741652896897,0.9776536312849162,0.9779180703957324
"('Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.9776536312849162,0.9791324350969437,0.9776536312849162,0.9775376020627417
"('Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Left')",0.9776536312849162,0.9805843025918124,0.9776536312849162,0.9780678384160442
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left')",0.9776536312849162,0.9805843025918124,0.9776536312849162,0.9780017127190719
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left')",0.9776536312849162,0.9794654498044328,0.9776536312849162,0.9778135696470036
"('Flex-Left-5', 'Position-Left')",0.9748603351955307,0.9785096413768247,0.9748603351955307,0.9750853540539869
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-4')",0.9748603351955307,0.9771522704483598,0.9748603351955307,0.9748873514992259
"('Flex-Left-2', 'Position-Left', 'Position-Right')",0.9748603351955307,0.976454712447154,0.9748603351955307,0.9749236796722831
"('Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5')",0.9748603351955307,0.9778447237349152,0.9748603351955307,0.9751003345242504
"('Flex-Left-1', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9748603351955307,0.9757666207613119,0.9748603351955307,0.9746346473514802
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5')",0.9720670391061452,0.9751051448780178,0.9720670391061452,0.9724217391309095
"('Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5')",0.9720670391061452,0.9739016875830987,0.9720670391061452,0.9718414041541369
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Orientation-Right')",0.9720670391061452,0.9750370526114834,0.9720670391061452,0.9725279267663428
"('Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.9720670391061452,0.9759466170080696,0.9720670391061452,0.9719257137284886
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.9720670391061452,0.97650084242263,0.9720670391061452,0.9726511505453713
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.9720670391061452,0.9752085252122404,0.9720670391061452,0.9715872469564503
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9720670391061452,0.97650084242263,0.9720670391061452,0.9728090347542938
"('Flex-Left-2', 'Position-Right')",0.9692737430167597,0.9717793069748377,0.9692737430167597,0.9690366571816321
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-4')",0.9692737430167597,0.9718225443085778,0.9692737430167597,0.9684985896272982
"('Flex-Left-1', 'Flex-Right-3', 'Position-Left')",0.9692737430167597,0.9732192737430169,0.9692737430167597,0.9691266455074553
